Mod:Item:MetaData, Localized Name
nevermine:FungalChestplate, Fungal Chestplate
nevermine:FungalLeggings, Fungal Leggings
nevermine:FungalBoots, Fungal Boots
nevermine:CandyHelmet, Candy Helmet
nevermine:CandyChestplate, Candy Chestplate
nevermine:CandyLeggings, Candy Leggings
nevermine:CandyBoots, Candy Boots
nevermine:ExpeditionHelmet, Expedition Helmet
nevermine:ExpeditionChestplate, Expedition Chestplate
nevermine:ExpeditionLeggings, Expedition Leggings
nevermine:ExpeditionBoots, Expedition Boots
nevermine:RealmstoneCandyland, Candyland Realmstone
nevermine:CoinsCandyland, Candyland Gems
nevermine:OpteryxFeather, Opteryx Feather
nevermine:TreatBag, Treat Bag
nevermine:TotemMintMagnum, Mint Magnum Totem
nevermine:TotemFroster, Froster Totem
nevermine:CandyCorn, Candy Corn
nevermine:SourCandy, Sour Candy
nevermine:SourGummy, Sour Gummy
nevermine:SourPop, Sour Pop
nevermine:GingerbreadWing, Gingerbread Wing
nevermine:GingerbreadCookie, Gingerbread Cookie
nevermine:CandyCane, Candy Cane
nevermine:PeppermintCandy, Peppermint Candy
nevermine:SpearmintCandy, Spearmint Candy
nevermine:Demolisher, Demolisher
nevermine:Miasma, Miasma
nevermine:Darkener, Darkener
nevermine:DarklyGuster, Darkly Guster
nevermine:DarkBeast, Dark Beast
nevermine:Skullette, Skullette
nevermine:Skullifact, Skullifact
nevermine:SkulloBlaster, Skullo Blaster
nevermine:HiveCracker, Hive Cracker
nevermine:Hiver, Hiver
nevermine:HiveBlaster, Hive Blaster
nevermine:Clownershot, Clownershot
nevermine:ClownoPulse, Clowno Pulse
nevermine:Clownimator, Clownimator
nevermine:Seaocron, Sea-O-Cron
nevermine:AquaMagnum, AquaMagnum
nevermine:WaterBalloonBomber, Water Balloon Bomber
nevermine:Mineral, Mineral
nevermine:Fragment, Fragment
nevermine:Boulder, Boulder
nevermine:UpgradeKitClown, Clown Upgrade Kit
nevermine:UpgradeKitDarkly, Darkly Upgrade Kit
nevermine:UpgradeKitHaunted, Haunted Upgrade Kit
nevermine:UpgradeKitSeaside, Seaside Upgrade Kit
nevermine:UpgradeKitLelyetian, Lelyetian Upgrade Kit
nevermine:UpgradeKitRocky, Rocky Upgrade Kit
nevermine:RealmstoneImmortallis, Immortallis Realmstone
nevermine:RealmstoneCreeponia, Creeponia Realmstone
nevermine:LoggingHelmet, Logging Helmet
nevermine:LoggingChestplate, Logging Chestplate
nevermine:LoggingLeggings, Logging Leggings
nevermine:LoggingBoots, Logging Boots
nevermine:HermetismHelmet, Hermetism Helmet
nevermine:HermetismChestplate, Hermetism Chestplate
nevermine:HermetismLeggings, Hermetism Leggings
nevermine:HermetismBoots, Hermetism Boots
nevermine:VulcanismHelmet, Vulcanism Helmet
nevermine:VulcanismChestplate, Vulcanism Chestplate
nevermine:VulcanismLeggings, Vulcanism Leggings
nevermine:VulcanismBoots, Vulcanism Boots
nevermine:ButcheryHelmet, Butchery Helmet
nevermine:ButcheryChestplate, Butchery Chestplate
nevermine:ButcheryLeggings, Butchery Leggings
nevermine:ButcheryBoots, Butchery Boots
nevermine:ZargoniteHelmet, Zargonite Helmet
nevermine:ZargoniteChestplate, Zargonite Chestplate
nevermine:ZargoniteLeggings, Zargonite Leggings
nevermine:ZargoniteBoots, Zargonite Boots
nevermine:SpaceKingHelmet, SpaceKing Helmet
nevermine:SpaceKingChestplate, SpaceKing Chestplate
nevermine:SpaceKingLeggings, SpaceKing Leggings
nevermine:SpaceKingBoots, SpaceKing Boots
nevermine:ArchaicHelmet, Archaic Helmet
nevermine:ArchaicChestplate, Archaic Chestplate
nevermine:ArchaicLeggings, Archaic Leggings
nevermine:ArchaicBoots, Archaic Boots
nevermine:OmniHelmet, Omni Helmet
nevermine:OmniChestplate, Omni Chestplate
nevermine:OmniLeggings, Omni Leggings
nevermine:OmniBoots, Omni Boots
nevermine:MercurialHelmet, Mercurial Helmet
nevermine:MercurialChestplate, Mercurial Chestplate
nevermine:MercurialLeggings, Mercurial Leggings
nevermine:MercurialBoots, Mercurial Boots
nevermine:Deadlock, Deadlock
nevermine:DualSight, Dual Sight
nevermine:Sabbath, Sabbath
nevermine:Odious, Odious
nevermine:Beamer, Beamer
nevermine:KrasaunsDawn, Krasaun's Dawn
nevermine:Revolution, Revolution
nevermine:Vivo, Vivo
nevermine:HeatWave, Heat Wave
nevermine:DischargeShotgun, Discharge Shotgun
nevermine:MissileMaker, Missile Maker
nevermine:CreepoidGreatblade, Creepoid Greatblade
nevermine:MilleniumGreatblade, Millenium Greatblade
nevermine:EvermightStaff, Evermight Staff
nevermine:EverfightStaff, Everfight Staff
nevermine:ConcussionStaff, Concussion Staff
nevermine:StartingCoin, Starting Coin
nevermine:ProgressCoin1, Progress Coin
nevermine:ProgressCoin2, Progress Coin
nevermine:ProgressCoin3, Progress Coin
nevermine:ProgressCoin4, Progress Coin
nevermine:ImpureGold, Impure Gold
nevermine:PureGold, Pure Gold
nevermine:ReturnCrystal, Return Crystal
nevermine:DungeonTokens, Dungeon Tokens
nevermine:BoomBoom, Boom-Boom
nevermine:Vulcane, Vulcane
nevermine:BattleVulcane, Vulcane: Battle
nevermine:EqualityVulcane, Vulcane: Equality
nevermine:FireVulcane, Vulcane: Fire
nevermine:PoisonVulcane, Vulcane: Poison
nevermine:PowerVulcane, Vulcane: Power
nevermine:WitherVulcane, Vulcane: Wither
nevermine:ImpairmentVulcane, Vulcane: Impairment
nevermine:CreepifiedSword, Creepified Sword
nevermine:VulcammerSword, Vulcammer
nevermine:AugmentFire, Augment: Fire
nevermine:AugmentWither, Augment: Wither
nevermine:AugmentPoison, Augment: Poison
nevermine:AugmentImpairment, Augment: Impairment
nevermine:AugmentEquality, Augment: Equality
nevermine:AugmentBattle, Augment: Battle
nevermine:AugmentPower, Augment: Power
nevermine:BloodAccumulator, Blood Accumulator
nevermine:Gemenyte, Gemenyte
nevermine:Jewelyte, Jewelyte
nevermine:Ornamyte, Ornamyte
nevermine:ExplosiveGem, Explosive Gems
nevermine:CoinsCreeponia, Creeponia Gems
nevermine:InfusionBlueprint, Infusion Blueprint
nevermine:RealmstoneLabricon, Strange Realmstone
nevermine:RealmstoneFragment1, Realmstone Fragment
nevermine:RealmstoneFragment2, Realmstone Fragment
nevermine:RealmstoneFragment3, Realmstone Fragment
nevermine:RealmstoneFragment4, Realmstone Fragment
nevermine:RealmstoneFragment5, Realmstone Fragment
nevermine:OrnamytePickaxe, Ornamyte Pickaxe
nevermine:OrnamyteAxe, Ornamyte Axe
nevermine:OrnamyteShovel, Ornamyte Shovel
nevermine:OccultPickaxe, Occult Pickaxe
nevermine:OccultAxe, Occult Axe
nevermine:OccultShovel, Occult Shovel
nevermine:SoulstonePickaxe, Soulstone Pickaxe
nevermine:SoulstoneAxe, Soulstone Axe
nevermine:SoulstoneShovel, Soulstone Shovel
nevermine:TotemBoomBoom, Boom-Boom Totem
nevermine:TotemCreepoidGreatblade, Creepoid Greatblade Totem
nevermine:MilleniumUpgrader, Millenium Upgrader
nevermine:MoltenUpgrader, Molten Upgrader
nevermine:EnergisticPickaxe, Energistic Pickaxe
nevermine:EnergisticAxe, Energistic Axe
nevermine:EnergisticShovel, Energistic Shovel
nevermine:GoofyPickaxe, Goofy Pickaxe
nevermine:GoofyAxe, Goofy Axe
nevermine:GoofyShovel, Goofy Shovel
nevermine:Orbulon, Orbulon
nevermine:LyndamyteHelmet, Lyndamyte Helmet
nevermine:LyndamyteChestplate, Lyndamyte Chestplate
nevermine:LyndamyteLeggings, Lyndamyte Leggings
nevermine:LyndamyteBoots, Lyndamyte Boots
nevermine:EmbrodiumHelmet, Embrodium Helmet
nevermine:EmbrodiumChestplate, Embrodium Chestplate
nevermine:EmbrodiumLeggings, Embrodium Leggings
nevermine:EmbrodiumBoots, Embrodium Boots
nevermine:AmethindHelmet, Amethind Helmet
nevermine:AmethindChestplate, Amethind Chestplate
nevermine:AmethindLeggings, Amethind Leggings
nevermine:AmethindBoots, Amethind Boots
nevermine:HaulingHelmet, Hauling Helmet
nevermine:HaulingChestplate, Hauling Chestplate
nevermine:HaulingLeggings, Hauling Leggings
nevermine:HaulingBoots, Hauling Boots
nevermine:FingerFish, Finger Fish
nevermine:PearlStripefish, Pearl Stripefish
nevermine:Limefish, Limefish
nevermine:Sailback, Sailback
nevermine:GoldenGullfish, Golden Gullfish
nevermine:TurquoiseStripefish, Turquoise Stripefish
nevermine:VioletSkipper, Violet Skipper
nevermine:Rocketfish, Rocketfish
nevermine:CrimsonStripefish, Crimson Stripefish
nevermine:CrimsonSkipper, Crimson Skipper
nevermine:SapphireStrider, Sapphire Strider
nevermine:Candlefish, Candlefish
nevermine:DarkHatchetfish, Dark Hatchetfish
nevermine:Ironback, Ironback
nevermine:Rainbowfish, Rainbowfish
nevermine:Razorfish, Razorfish
nevermine:SkillCrystalSmall, Small Skill Crystal
nevermine:SkillCrystalMedium, Medium Skill Crystal
nevermine:SkillCrystalLarge, Large Skill Crystal
nevermine:SkillCrystalGiant, Giant Skill Crystal
nevermine:TreasureBox, Treasure Box
nevermine:RuneBox, Rune Box
nevermine:FishCase, Fish Case
nevermine:CrystalBox, Crystal Box
nevermine:WeaponsBox, Weapons Box
nevermine:HolySword, Holy Sword
nevermine:CandlefireSword, Candlefire Sword
nevermine:SupremecySword, Supremecy Sword
ArchitectureCraft:sawblade, Circular Saw Blade
ArchitectureCraft:largePulley, Large Pulley
ArchitectureCraft:chisel, Architect's Chisel
ArchitectureCraft:hammer, Architect's Hammer
ArchitectureCraft:cladding, Cladding
MineFactoryReloaded:hammer, Precision Sledgehammer
MineFactoryReloaded:plastic.boots, Plastic Boots
MineFactoryReloaded:rubber.raw, Raw Rubber
MineFactoryReloaded:rubber.bar, Rubber Bar
MineFactoryReloaded:plastic.raw, Raw Plastic
MineFactoryReloaded:plastic.sheet, Plastic Sheets
MineFactoryReloaded:plastic.helm, Plastic Helmet
MineFactoryReloaded:plastic.chest, Plastic Breastplate
MineFactoryReloaded:plastic.legs, Plastic Leggings
MineFactoryReloaded:glass.helm, Sunglasses
MineFactoryReloaded:upgrade.radius:0, Upgrade (Lapis)
MineFactoryReloaded:upgrade.radius:1, Upgrade (Tin)
MineFactoryReloaded:upgrade.radius:2, Upgrade (Iron)
MineFactoryReloaded:upgrade.radius:3, Upgrade (Copper)
MineFactoryReloaded:upgrade.radius:4, Upgrade (Bronze)
MineFactoryReloaded:upgrade.radius:5, Upgrade (Silver)
MineFactoryReloaded:upgrade.radius:6, Upgrade (Gold)
MineFactoryReloaded:upgrade.radius:7, Upgrade (Quartz)
MineFactoryReloaded:upgrade.radius:8, Upgrade (Diamond)
MineFactoryReloaded:upgrade.radius:9, Upgrade (Platinum)
MineFactoryReloaded:upgrade.radius:10, Upgrade (Emerald)
MineFactoryReloaded:upgrade.radius:11, Upgrade (Cobble)
MineFactoryReloaded:rednet.meter:0, RedNet Meter
MineFactoryReloaded:rednet.meter:1, RedNet Multimeter
MineFactoryReloaded:rednet.meter:2, Debugger
MineFactoryReloaded:rednet.memorycard, PRC Memory Card
MineFactoryReloaded:upgrade.logic:0, PRC LX-100 Logic Expansion Card
MineFactoryReloaded:upgrade.logic:1, PRC LX-300 Logic Expansion Card
MineFactoryReloaded:upgrade.logic:2, PRC LX-500 Logic Expansion Card
MineFactoryReloaded:meat.ingot.raw, Raw Meat Ingot
MineFactoryReloaded:meat.ingot.cooked, Cooked Meat Ingot
MineFactoryReloaded:meat.nugget.raw, Raw "Meat" Nugget
MineFactoryReloaded:meat.nugget.cooked, Cooked "Meat" Nugget
MineFactoryReloaded:pinkslime:0, Pink Slimeball
MineFactoryReloaded:pinkslime:1, Pink Slime Crystal
MineFactoryReloaded:syringe.empty, Empty Syringe
MineFactoryReloaded:syringe.health, Health Syringe
MineFactoryReloaded:syringe.growth, Growth Syringe
MineFactoryReloaded:syringe.zombie, Zombie Syringe
MineFactoryReloaded:syringe.slime, Slime Embiggening Syringe
MineFactoryReloaded:syringe.cure, De-Zombification Syringe
MineFactoryReloaded:safarinet.launcher, Safari Net Launcher
MineFactoryReloaded:safarinet.reusable, Safari Net (Reusable)
MineFactoryReloaded:safarinet.singleuse, Safari Net (Single-Use)
MineFactoryReloaded:safarinet.jailer, Jailer's Safari Net
MineFactoryReloaded:safarinet.jailer.fancy, Golden Jailer's Safari Net
MineFactoryReloaded:portaspawner, PortaSpawner
MineFactoryReloaded:xpextractor, XP Extractor
MineFactoryReloaded:straw, Straw
MineFactoryReloaded:milkbottle, Milk Bottle
MineFactoryReloaded:plastic.cup:0, Plastic Cup
MineFactoryReloaded:plastic.bag, Plastic Bag
MineFactoryReloaded:sugarcharcoal, Sugar Charcoal
MineFactoryReloaded:fertilizer, Industrial Fertilizer
MineFactoryReloaded:ceramicdye:0, Ceramic Dye (White)
MineFactoryReloaded:ceramicdye:1, Ceramic Dye (Orange)
MineFactoryReloaded:ceramicdye:2, Ceramic Dye (Magenta)
MineFactoryReloaded:ceramicdye:3, Ceramic Dye (Light Blue)
MineFactoryReloaded:ceramicdye:4, Ceramic Dye (Yellow)
MineFactoryReloaded:ceramicdye:5, Ceramic Dye (Lime)
MineFactoryReloaded:ceramicdye:6, Ceramic Dye (Pink)
MineFactoryReloaded:ceramicdye:7, Ceramic Dye (Gray)
MineFactoryReloaded:ceramicdye:8, Ceramic Dye (Light Gray)
MineFactoryReloaded:ceramicdye:9, Ceramic Dye (Cyan)
MineFactoryReloaded:ceramicdye:10, Ceramic Dye (Purple)
MineFactoryReloaded:ceramicdye:11, Ceramic Dye (Blue)
MineFactoryReloaded:ceramicdye:12, Ceramic Dye (Brown)
MineFactoryReloaded:ceramicdye:13, Ceramic Dye (Green)
MineFactoryReloaded:ceramicdye:14, Ceramic Dye (Red)
MineFactoryReloaded:ceramicdye:15, Ceramic Dye (Black)
MineFactoryReloaded:laserfocus:0, Laser Focus (White)
MineFactoryReloaded:laserfocus:1, Laser Focus (Orange)
MineFactoryReloaded:laserfocus:2, Laser Focus (Magenta)
MineFactoryReloaded:laserfocus:3, Laser Focus (Light Blue)
MineFactoryReloaded:laserfocus:4, Laser Focus (Yellow)
MineFactoryReloaded:laserfocus:5, Laser Focus (Lime)
MineFactoryReloaded:laserfocus:6, Laser Focus (Pink)
MineFactoryReloaded:laserfocus:7, Laser Focus (Gray)
MineFactoryReloaded:laserfocus:8, Laser Focus (Light Gray)
MineFactoryReloaded:laserfocus:9, Laser Focus (Cyan)
MineFactoryReloaded:laserfocus:10, Laser Focus (Purple)
MineFactoryReloaded:laserfocus:11, Laser Focus (Blue)
MineFactoryReloaded:laserfocus:12, Laser Focus (Brown)
MineFactoryReloaded:laserfocus:13, Laser Focus (Green)
MineFactoryReloaded:laserfocus:14, Laser Focus (Red)
MineFactoryReloaded:laserfocus:15, Laser Focus (Black)
MineFactoryReloaded:record.blank, Blank Record
MineFactoryReloaded:spyglass, Spyglass
MineFactoryReloaded:ruler, Ruler
MineFactoryReloaded:fishingrod, Fishing Rod
MineFactoryReloaded:potatolauncher, Potato Cannon
MineFactoryReloaded:needlegun, Needlegun
MineFactoryReloaded:needlegun.ammo.empty, Needlegun Magazine
MineFactoryReloaded:needlegun.ammo.standard, Needlegun Ammo (Needles)
MineFactoryReloaded:needlegun.ammo.pierce, Needlegun Ammo (Shrapnel)
MineFactoryReloaded:needlegun.ammo.lava, Needlegun Ammo (Lava)
MineFactoryReloaded:needlegun.ammo.sludge, Needlegun Ammo (Sludge)
MineFactoryReloaded:needlegun.ammo.sewage, Needlegun Ammo (Sewage)
MineFactoryReloaded:needlegun.ammo.fire, Needlegun Ammo (Fire)
MineFactoryReloaded:needlegun.ammo.anvil, Needlegun Ammo (Anvil)
MineFactoryReloaded:rocketlauncher, SPAMR Launcher
MineFactoryReloaded:rocket:0, Tracking Self-Propelled Anti Material Rocket
MineFactoryReloaded:rocket:1, Self-Propelled Anti Material Rocket
MineFactoryReloaded:bucket.sewage, Sewage Bucket
MineFactoryReloaded:bucket.sludge, Sludge Bucket
MineFactoryReloaded:bucket.essence, Essence Bucket
MineFactoryReloaded:bucket.biofuel, BioFuel Bucket
MineFactoryReloaded:bucket.meat, Meat Bucket
MineFactoryReloaded:bucket.pinkslime, Pink Slime Bucket
MineFactoryReloaded:bucket.chocolatemilk, Chocolate Milk Bucket
MineFactoryReloaded:bucket.mushroomsoup, Mushroom Soup Bucket
Automagy:shardSliver:0, Sliver of Air
Automagy:shardSliver:1, Sliver of Fire
Automagy:shardSliver:2, Sliver of Water
Automagy:shardSliver:3, Sliver of Earth
Automagy:shardSliver:4, Sliver of Order
Automagy:shardSliver:5, Sliver of Entropy
Automagy:enchantedPaper:0, Enchanted Paper
Automagy:enchantedPaper:1, Runic Whitelist
Automagy:enchantedPaper:2, Runic Blacklist
Automagy:enchantedPaper:3, Bound Enchanting Paper
Automagy:avaricePearl:0, Avarice Pearl
Automagy:avaricePearl:1, Miser's Pearl
Automagy:crystalEye, Crystalline Eye
Automagy:crystalEntityEye, Oculo Anima
Automagy:crystalBrain:0, Crystalline Brain: Air
Automagy:crystalBrain:1, Crystalline Brain: Fire
Automagy:crystalBrain:2, Crystalline Brain: Water
Automagy:crystalBrain:3, Crystalline Brain: Earth
Automagy:crystalBrain:4, Crystalline Brain: Order
Automagy:crystalBrain:5, Crystalline Brain: Entropy
Automagy:golemLinker, Golem Linking Bell
Automagy:ingredient:0, Conflux Disc
Automagy:horizontal:0, Shattered Avarice Pearl
Automagy:edible:0, Mercatus Amalgam
Automagy:foodstuff:0, Vishroom Stew
Automagy:netherHeart, Ember Heart
Automagy:tallyLens:0, Tally Box Lens: Clear
Automagy:tallyLens:1, Tally Box Lens: Unbound
Automagy:tallyLens:2, Tally Box Lens: Yield
Automagy:glyph:0, Aqueous Admixture
Automagy:glyph:1, Glyph of the Void
Automagy:glyph:2, Glyph of Consumption
Automagy:glyph:3, Glyph of Siphoning
Automagy:glyph:4, Glyph of Envy
Automagy:glyph:5, Glyph of Temperance
Automagy:glyph:6, Glyph of Preservation
Automagy:glyph:7, Glyph of the Guzzler
Automagy:glyph:8, Glyph of the Reservoir
Automagy:glyph:9, Glyph of the Bovine
Automagy:golemWorkbenchUpgrade:0, Workbench Upgrade: Air
Automagy:golemWorkbenchUpgrade:1, Workbench Upgrade: Fire
Automagy:golemWorkbenchUpgrade:3, Workbench Upgrade: Earth
Automagy:golemWorkbenchUpgrade:5, Workbench Upgrade: Entropy
Automagy:baubleEnderDisjunction:0, Ring of Ender Disjunction
Automagy:baubleEnderDisjunction:1, Lesser Ring of Ender Disjunction
Automagy:autoHandMirror, Hungry Hand Mirror
Automagy:focusCrafting, Wand Focus: Crafting
Automagy:phialExtra, Phial of Enchanter's Concentrate
Automagy:creativeTool:0, Thinking Cap
Automagy:bucketMushroom, Bucket of Mushroom Soup
Automagy:bucketVishroom, Bucket of Vishroom Soup
AWWayofTime:weakBloodOrb, Weak Blood Orb
AWWayofTime:apprenticeBloodOrb, Apprentice Blood Orb
AWWayofTime:magicianBloodOrb, Magician's Blood Orb
AWWayofTime:energyBlaster, Energy Blaster
AWWayofTime:energyBlasterSecondTier, Energy Blaster II
AWWayofTime:energyBlasterThirdTier, Energy Blaster III
AWWayofTime:energySword, Bound Blade
AWWayofTime:lavaCrystal, Lava Crystal
AWWayofTime:waterSigil, Water Sigil
AWWayofTime:lavaSigil, Lava Sigil
AWWayofTime:voidSigil, Void Sigil
AWWayofTime:blankSlate, Blank Slate
AWWayofTime:reinforcedSlate, Reinforced Slate
AWWayofTime:sacrificialKnife, Sacrificial Knife
AWWayofTime:daggerOfSacrifice, Dagger of Sacrifice
AWWayofTime:airSigil, Air Sigil
AWWayofTime:sigilOfTheFastMiner, Sigil of the Fast Miner
AWWayofTime:sigilOfElementalAffinity, Sigil of Elemental Affinity
AWWayofTime:sigilOfHaste, Sigil of Haste
AWWayofTime:sigilOfHolding, Sigil of Holding
AWWayofTime:divinationSigil, Divination Sigil
AWWayofTime:waterScribeTool, Elemental Inscription Tool: Water
AWWayofTime:fireScribeTool, Elemental Inscription Tool: Fire
AWWayofTime:earthScribeTool, Elemental Inscription Tool: Earth
AWWayofTime:airScribeTool, Elemental Inscription Tool: Air
AWWayofTime:activationCrystal:0, Weak Activation Crystal
AWWayofTime:activationCrystal:1, Awakened Activation Crystal
AWWayofTime:activationCrystal:2, Creative Activation Crystal
AWWayofTime:boundPickaxe, Bound Pickaxe
AWWayofTime:boundAxe, Bound Axe
AWWayofTime:boundShovel, Bound Shovel
AWWayofTime:boundHelmet, Bound Helmet
AWWayofTime:boundPlate, Bound Plate
AWWayofTime:boundLeggings, Bound Leggings
AWWayofTime:boundBoots, Bound Boots
AWWayofTime:weakBloodShard, Weak Blood Shard
AWWayofTime:growthSigil, Sigil of the Green Grove
AWWayofTime:blankSpell, Unbound Crystal
AWWayofTime:masterBloodOrb, Master Blood Orb
AWWayofTime:alchemyFlask, Potion Flask
AWWayofTime:standardBindingAgent, Standard Binding Agent
AWWayofTime:mundanePowerCatalyst, Mundane Power Catalyst
AWWayofTime:averagePowerCatalyst, Average Power Catalyst
AWWayofTime:greaterPowerCatalyst, Greater Power Catalyst
AWWayofTime:mundaneLengtheningCatalyst, Mundane Lengthening Catalyst
AWWayofTime:averageLengtheningCatalyst, Average Lengthening Catalyst
AWWayofTime:greaterLengtheningCatalyst, Greater Lengthening Catalyst
AWWayofTime:incendium, Incendium
AWWayofTime:magicales, Magicales
AWWayofTime:sanctus, Sanctus
AWWayofTime:aether, Aether
AWWayofTime:simpleCatalyst, Simple Catalyst
AWWayofTime:crepitous, Crepitous
AWWayofTime:crystallos, Crystallos
AWWayofTime:terrae, Terrae
AWWayofTime:aquasalus, Aquasalus
AWWayofTime:tennebrae, Tenebrae
AWWayofTime:demonBloodShard, Demon Blood Shard
